Actors,Title,X,Y
 Michael Showalter,Wet Hot American Summer: Ten Years Later,2017,6.9
 Michael Silva,The Blind Christ,2017,5.8
 Michael Smiley,Luther,2010,8.5
 Michael Smiley,Jawbone,2017,6.5
 Michael Stahl-David,Cloverfield,2008,7
 Michael Stuhlbarg,Seven Psychopaths,2012,7.2
 Michael Stuhlbarg,Trumbo,2015,7.5
 Michael Stuhlbarg,Arrival,2016,7.9
 Michael Stuhlbarg,Call Me by Your Name,2018,7.9
 Michael Teigen,Monkey Up,2016,3.8
 Michael Thomson,White Lines,2013,6.5
 Michael Vartan,One Hour Photo,2002,6.8
 Michael Vartan,Rogue,2007,6.2
 Michael Vartan,Rogue,2007,6.2
 Michael Vergauwen,De Ridder,2013,7.1
 Michael Vlamis,"Roswell, New Mexico",2019,6.2
 Michael Wai-Man Chan,Five Elements Ninjas,1982,7.3
 Michael West,The Innocence Files,2020,8
 Michael Weston,Wedding Daze,2007,5.6
 Michael Whitehall,Jack Whitehall: Travels with My Father,2017,7.7
 Michael Whitehall,Jack Whitehall: Christmas with My Father,2019,5.9
 Michael Wincott,Along Came a Spider,2001,6.4
 Michael Winslow,Police Academy 2: Their First Assignment,1985,5.8
 Michael Winslow,Police Academy 3: Back in Training,1986,5.4
 Michael York,Austin Powers: International Man of Mystery,1997,7
 Michael York,Mystery,1997,7
 Michael York,Whos Afraid of the Wolf,1999,6.6
 Michael York,Austin Powers: The Spy Who Shagged Me,1999,6.6
 Michael York,The Spy,1999,6.6
 Michael York,Whos Next?,1999,6.6
 Michael York,"Whos the Woman, Whos the Man",1999,6.6
 Michael York,Austin Powers in Goldmember,2002,6.2
 Michael York,The Mill and The Cross,2011,6.9
 Michael deGruy,Mission Blue,2014,7.9
 Michael-Leon Wooley,The Princess and the Frog,2009,7.1
 Michael-Leon Wooley,AJ and the Queen,2020,7.5
 Michaela Coel,Black Mirror,2011,8.8
 Michaela Coel,Chewing Gum,2015,7.7
 Michaela Coel,Been So Long,2018,5.5
 Michaela Coel,Black Earth Rising,2019,7.4
 Michaela Dietz,Steven Universe,2013,8.2
 Michaela Thorsén,Ängelby,2015,6.1
 Michaela Watkins,Under the Eiffel Tower,2019,5.3
 Michal Dlouhý,Goat Story,2008,3.4
 Michal Huszcza,All These Sleepless Nights,2017,6.6
 Michal Koterski,Baby są jakieś inne,2011,5.9
 Michal Koterski,7 Emotions,2018,6.4
 Michal Pavlícek,The Pied Piper,1986,7.9
 Michal Shtamler,The Secrets,2008,7
 Michal Suchánek,Pepa,2018,4.9
 Michal Zebrowski,With Fire and Sword,1999,7
 Michal Zebrowski,The Pianist,2003,8.5
 Michal Zebrowski,Janosik: A True Story,2009,4.9
 Michal Zebrowski,All or Nothing,2017,4.7
 Michal Zurawski,1920. Wojna i milosc,2010,6.9
 Michal Zurawski,Volta,2017,5.1
 Michala Banas,Upper Middle Bogan,2013,8
 Michalina Olszanska,Bangistan,2015,4.5
 Michalina Olszanska,"I, Olga Hepnarova",2017,6.6
 Michalina Olszanska,1983,2018,6.8
 Michaël Youn,Les 11 commandements,2004,4.7
 Michaël Youn,Lucky Luke,2009,4.7
 Michaël Youn,Paris Express,2010,5.8
 Michaël Youn,Fatal,2010,5.8
 Micheal Ward,Top Boy,2011,8.4
 Micheal Ward,Top Boy,2011,8.4
 Michel Aumont,Paris-Manhattan,2012,6.1
 Michel Blanc,Schools Out,2008,6.1
 Michel Blanc,The Day I Saw Your Heart,2011,6.5
 Michel Brown,Casese quien pueda,2014,5.7
 Michel Constantin,The Vultures,1984,6.2
 Michel Creton,The Vultures,1984,6.2
 Michel Duchaussoy,Intimate Strangers,2004,7
 Michel Duval,Senora Acero,2014,7.2
 Michel Gohou,Bienvenue au Gondwana,2017,5.2
 Michel Joelsas,Kissing Game,2020,6.4
 Michel Mella,The Jungle Bunch: The Movie,2011,5.6
 Michel Odent,The Birth Reborn 3,2013,8
 Michel Odent,The Birth Reborn,2013,8
 Michel Perron,Spookley the Square Pumpkin,2005,5
 Michel Piccoli,Contempt,1964,7.6
 Michel Piccoli,The Things of Life,1970,7.6
 Michel Piccoli,"Vincent, François, Paul and the Others",1974,7.5
 Michel Piccoli,Une chambre en ville,1982,6.9
 Michel Piccoli,The Emigrant,1994,6.7
 Michel Roux Jr.,MasterChef: The Professionals,2008,7.7
 Michel Vuillermoz,Serial Killer 1,2015,6.6
 Michela Luci,True: Friendship Day,2020,6.7
 Michela Luci,Mighty Express,2020,4.7
 Michela Luci,True: Terrific Tales,2020,6
 Michela Luci,Go Dog Go,2021,8.4
 Michelan Sisti,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,6.1
 Michele Abrams,Victim of Beauty,1991,5.8
 Michele Josue,Matt & Mou,2015,7.6
 Michele Knotz,Pokémon: Mewtwo Strikes Back - Evolution,2020,5.7
 Michele Knotz,Pokémon: Mewtwo Strikes Back - Evolution,2020,5.7
 Michele Riondino,Restiamo amici,2019,5.1
 Micheline Presle,Donkey Skin,1970,7
 Micheline Presle,A Slightly Pregnant Man,1977,5.8
 Michelle Bartoli,Overcoming,2006,6.9
 Michelle Buteau,The Comedy Lineup,2018,5.8
 Michelle Buteau,Always Be My Maybe,2019,6.8
 Michelle Buteau,Almost Love,2020,5.6
 Michelle Buteau,Best of Stand-Up 2020,2020,5.4
 Michelle Carpente,Scusa ma ti chiamo amore,2008,6.2
 Michelle Chen,Hear Me,2009,7.5
 Michelle Chen,You Are the Apple of My Eye,2011,7.6
 Michelle Chen,Golden Chickensss,2014,5.6
 Michelle Deco,Alien Xmas,2020,6.2
 Michelle Dede,Moms at War,2018,6.2
 Michelle Dede,Up North,2019,5.5
 Michelle Dockery,Non-Stop,2014,6.9
 Michelle Dockery,Godless,2017,8.3
 Michelle Jenner,Tad: The Lost Explorer,2013,5.9
 Michelle Jenner,Capture the Flag,2015,5.9
 Michelle Jenner,Our Lovers,2016,6.7
 Michelle Jenner,Ozzy,2017,5.3
 Michelle Jenner,Tad the Lost Explorer and the Secret of King Midas (English Version),2017,6.2
 Michelle Jenner,Gun City,2018,6.3
 Michelle Jenner,The Idhun Chronicles,2020,5.4
 Michelle Khine,The Creative Brain,2019,6.3
 Michelle Lang,The Legend of Bruce Lee,2010,7
 Michelle Lehane,Incoming,2018,3.3
 Michelle Marie,Gleipnir,2020,6.9
 Michelle Mitchenor,Lethal Weapon,2016,7.9
 Michelle Mitchenor,Always a Bridesmaid,2019,5.6
 Michelle Monaghan,The Heartbreak Kid,2007,5.8
 Michelle Monaghan,Gone Baby Gone,2007,7.6
 Michelle Monaghan,Eagle Eye,2008,6.6
 Michelle Monaghan,Made of Honour,2008,5.9
 Michelle Monaghan,Due Date,2010,6.5
 Michelle Monaghan,Source Code,2011,7.5
 Michelle Monaghan,Machine Gun Preacher,2011,6.8
 Michelle Monaghan,Best of Me,2014,6.7
 Michelle Monaghan,Pixels,2015,5.5
 Michelle Monaghan,Playing It Cool,2015,6
 Michelle Monaghan,Sleepless,2017,5.6
 Michelle Monaghan,Sleepless,2017,5.6
 Michelle Monaghan,Messiah,2020,7.6
 Michelle Nicastro,The Swan Princess,1994,6.5
 Michelle Nicastro,The Swan Princess and the Secret of the Castle,1997,5.8
 Michelle Obama,Becoming,2020,6.8
 Michelle Ogundehin,Interior Design Masters,2019,6.5
 Michelle Pfeiffer,Grease 2,1982,4.4
 Michelle Pfeiffer,Dangerous Liaisons,1989,7.6
 Michelle Pfeiffer,The Age of Innocence,1993,7.2
 Michelle Pfeiffer,The Prince of Egypt,1998,7.1
 Michelle Pfeiffer,What Lies Beneath,2000,6.6
 Michelle Pfeiffer,Hairspray,2007,6.6
 Michelle Pfeiffer,New Years Eve,2011,5.7
 Michelle Pfeiffer,Dark Shadows,2012,6.2
 Michelle Pfeiffer,The Family,2013,6.3
 Michelle Pfeiffer,Mother!,2017,6.6
 Michelle Phillips,Valentino,1977,6.1
 Michelle Randolph,House of the Witch,2018,4.4
 Michelle Rodriguez,Blue Crush,2002,5.7
 Michelle Rodriguez,S.W.A.T.,2003,6
 Michelle Rodriguez,Furious 7,2015,7.1
 Michelle Rodriguez,The Fate of the Furious,2017,6.7
 Michelle Rojas,Date A Live,2013,7
 Michelle Rojas,Boogiepop and Others,2019,6.5
 Michelle Ruff,Lupin the Third Mine Fujiko to iu onna,2012,7.8
 Michelle Visage,RuPauls Drag Race,2009,8.4
 Michelle Visage,RuPaul’s Drag Race: Untucked!,2010,7.8
 Michelle Visage,RuPaul’s Drag Race: All Stars,2012,8.5
 Michelle Visage,RuPauls Drag Race Holi-Slay Spectacular,2018,4.8
 Michelle Visage,RuPauls Secret Celebrity Drag Race,2020,7
 Michelle Wai,Drink Drank Drunk,2016,4.4
 Michelle Williams,Dawsons Creek,1998,6.6
 Michelle Williams,Blue Valentine,2011,7.4
 Michelle Williams,Suite Francaise,2015,7
 Michelle Williams,The Greatest Showman,2017,7.6
 Michelle Williams,All the Money in the World,2017,6.8
 Michelle Williams,Venom,2018,6.7
 Michelle Williams,I Feel Pretty,2018,5.5
 Michelle Williams,After The Wedding,2019,6.3
 Michelle Wolf,The Break with Michelle Wolf,2018,5.2
 Michelle Ye,Accident,2009,6.6
 Michelle Yeoh,Police Story 3 Super Cop,1992,6.9
 Michelle Yeoh,The Heroic Trio,1993,6.5
 Michelle Yeoh,"Crouching Tiger, Hidden Dragon",2001,7.8
 Michelle Yeoh,Tiger,2001,7.8
 Michelle Yeoh,Sunshine,2007,7.2
 Michelle Yeoh,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,6.1
 Michelle Yeoh,Mechanic: Resurrection,2016,5.7
 Michelle Yeoh,Master Z: The Ip Man Legacy,2018,6.5
 Michelle Ziudith,Ananta,2018,7.8
 Michelle von Treuberg,Wild Chicks in Love,2007,5.8
 Michie Tomizawa,Sailor Moon S: The Movie,2000,7.7
 Michie Tomizawa,Sailor Moon SuperS the Movie: Black Dream Hole,2000,7.5
 Michiel Huisman,The Age of Adaline,2015,7.2
 Michiel Huisman,The Ottoman Lieutenant,2017,6.6
 Michiel Huisman,2:22,2017,5.8
 Michiel Huisman,The Guernsey Literary and Potato Peel Pie Society,2018,7.4
 Michiel Huisman,Irreplaceable You,2018,6.4
 Michiel Huisman,The Haunting of Hill House,2018,8.6
 Michiel Huisman,Indian Horse,2018,7.3
 Michiel Huisman,The Other Lamb,2020,5.2
 Michihiro Ikemizu,Lupin the 3rd TV Special: Napoleons Dictionary,1991,6.5
 Michiko Hada,OISHINBO,1996,5.7
 Michiko Kichise,Hirugao: Love Affairs in the Afternoon,2014,7.6
 Michiko Kichise,SIGNAL,2018,7.4
 Michiko Nomura,Doraemon,1979,7.9
 Michiko Nomura,"Doraemon the Movie: The Records of Nobita, Spaceblazer",1981,6.8
 Michiko Nomura,Doraemon the Movie: Nobita and the Castle of the Undersea Devil,1983,6.9
 Michiko Nomura,Doraemon the Movie: Nobita and the Knights on Dinosaurs,1987,6.7
 Michiko Nomura,Doraemon the Movie: Nobita and the Birth of Japan,1989,6.8
 Michiko Nomura,Doraemon the Movie: Nobita and the Animal Planet,1990,6.7
 Michiko Nomura,Doraemon the Movie: Nobitas Dorabian Nights,1991,7
 Michiko Nomura,Doraemon the Movie: Nobita and the Kingdom of Clouds,1992,6.9
 Michiko Nomura,Doraemon the Movie: Nobita and the Tin Labyrinth,1993,6.9
 Michiko Nomura,Doraemon the Movie: Nobitas Three Visionary Swordsmen,1994,7.1
 Michiko Nomura,Doraemon the Movie: Nobita’s Diary on the Creation of the World,1995,6.6
 Michiko Nomura,Doraemon the Movie: Nobita and the Galaxy Super-express,1996,6.8
 Michiko Nomura,Doraemon the Movie: Nobita and the Spiral City,1997,6.3
 Michiko Nomura,Doraemon the Movie: Nobita’s Great Adventure in the South Seas,1998,6.8
 Michiko Nomura,Doraemon the Movie: Nobita Drifts in the Universe,1999,6.3
 Michiko Nomura,Doraemon the Movie: Nobita and the Robot Kingdom,2002,6.7
 Michiko Nomura,Doraemon the Movie: Nobita in the Wan-Nyan Spacetime Odyssey,2004,6.9
 Michio Hazama,Gibiate,2020,4.7
 Michitaka Tsutsui,Shikoku,1999,5.5
 Michié,Dawn of the Felines,2017,5.5
 Michole Briana White,I Will Follow,2010,6
 Michèle Bernier,Ali Babas Cinema,2007,5.6
 Michèle Laroque,The Closet,2001,7
 Michèle Laroque,La maison du bonheur,2006,5.5
 Michèle Mercier,Shoot the Piano Player,1962,7.5
 Mick Archer,Joan Rivers: Dont Start with Me,2012,6.6
 Mick Cain,Dead End,2003,6.6
 Mick Cain,Dead End,2003,6.6
 Mick Ford,Scums Wish,1979,7.6
 Mick Graham,We Can Be Heroes,2005,8.1
 Mick Molloy,Crackerjack,2002,6.8
 Mick Preston,The Playbook,2015,5.9
 Mick Wingert,Marvel Super Hero Adventures: Frost Fight!,2015,5.1
 Mickey Cottrell,Apt Pupil,1998,6.7
 Mickey Hardt,Vampire Effect,2003,5.5
 Mickey Koga,Godzilla: Tokyo S.O.S.,2003,6.6
 Mickey Rooney,Night,2006,6.4
 Mickey Rourke,Immortals,2011,6
 Mickey Rourke,Bob Lazar: Area 51 and Flying Saucers,2018,5.6
 Mickey Sumner,Frances Ha,2013,7.5
 Mie Kitahara,Man Who Causes a Storm,1957,6.1
 Mieke De Groote,Team Chocolate,2017,7.4
 Mieko Harada,Milocrorze: A Love Story,2011,6.6
 Mieko Harada,The Cowards Who Looked to the Sky,2012,6.8
 Mieko Harada,If Cats Disappeared from the World,2016,7
 Mify Chen,"52Hz, I Love You",2017,5.9
 Migdalia Melendez,Go Fish,1994,5.6
 Miguel Alonso,The Dream House,2016,9.4
 Miguel Bernardeau,Elite,2018,7.6
 Miguel Catalan,Long Shot,2017,7.4
 Miguel Dionisio Ramos,Green Frontier,2019,7.3
 Miguel Gobbo Diaz,Carlo and Malik,2018,6.4
 Miguel Molina,Law of Desire,1987,7.1
 Miguel Rodarte,Saving Private Perez,2011,5.9
 Miguel Rodarte,Time Share,2018,6
 Miguel Zúñiga,Dark Habits,1983,6.6
 Miguel Ángel Solá,Despido Procedente,2017,5
 Miguel Ángel Solá,The Crimes That Bind,2020,6.6
 Mihaela Sirbu,When Evening Falls on Bucharest or Metabolism,2013,6.2
 Mihaela Sirbu,Alice T.,2018,6.3
 Mihaela Sirbu,Heads and Tails,2019,3.6
 Mihai Constantin,"If I Want to Whistle, I Whistle",2010,7.1
 Mihai Constantin,Ursul,2011,6.6
 Mihai Constantin,De ce eu?,2015,7.6
 Mihiresh Joshi,The Silence,2017,7.3
 Miho Igarashi,Bokura no nanoka-kan sensô,1988,6.5
 Miho Kanno,Tomie,1999,5.2
 Miho Nakayama,Be-Bop Highschool: Koko Yotaro Elegy,1986,6.2
 Miho Ninagawa,ARCANA,2013,5.4
 Miho Okasaki,That Time I Got Reincarnated as a Slime,2018,8
 Mika Akizuki,The Virgin Psychics,2015,5.4
 Mika Akizuki,The Virgin Psychics: The Movie,2015,5.4
 Mika Ayano,My Moochy Boyfriend,2018,7.2
 Mika Boorem,Hearts in Atlantis,2001,6.9
 Mika Hijii,Ninja,2009,5.5
 Mika Häkkinen,A Life of Speed: The Juan Manuel Fangio Story,2020,6.8
 Mika Kubota,Step Up Love Story,2011,5.3
 Mika Metz,Justice,2019,3
 Mika Nakashima,Nana 2,2006,6.1
 Mika Nakashima,Nana,2008,7.1
 Mika Yano,The Torture Club,2014,4.4
 Mikael Persbrandt,Alone in Berlin,2017,6.5
 Mikael Persbrandt,The Cake General,2018,6.8
 Mikael Persbrandt,Eurovision Song Contest: The Story of Fire Saga,2020,6.5
 Mikael Tornving,Johan Falk,2009,6.9
 Mikael Wranell,Babylonsjukan,2004,4.5
 Mikaela Blake,The Magic School Bus Rides Again,2017,6.2
 Mikaela Blake,The Magic School Bus Rides Again In the Zone,2020,5.7
 Mikaela Blake,The Magic School Bus Rides Again The Frizz Connection,2020,5
 Mikaela Blake,The Magic School Bus Rides Again Kids In Space,2020,6.1
 Mikaela Krantz,GHOUL,2018,6.9
 Mikaela Krantz,Pop Team Epic,2018,6.8
 Mikako Komatsu,K: Missing Kings,2014,7.1
 Mikako Tabe,From Me to You,2010,7
 Mikako Tabe,Liar Game: Reborn,2012,6.5
 Mikako Tabe,Midnight Diner,2015,7.5
 Mikako Tabe,Piece of Cake,2015,6.1
 Mikako Tabe,Every Day A Good Day,2018,7.1
 Mikayla Radan,Disappearance at Clifton Hill,2020,5.5
 Mike Aherne,The Bus Stop,2012,6.5
 Mike Birbiglia,Tramps,2017,6.5
 Mike Bridavsky,#cats_the_mewvie,2020,5.3
 Mike Castle,Brews Brothers,2020,5.1
 Mike Castle,Guest House,2020,4.4
 Mike Colter,Marvels Luke Cage,2016,7.3
 Mike Colter,Marvels The Defenders,2017,7.3
 Mike Colter,Black and Blue,2019,6.4
 Mike Colter,Seis Manos,2019,7.2
 Mike Colter,Tiny Creatures,2020,4.9
 Mike Cooper,The Deadline,2002,5.8
 Mike Dennis,Maniac,2015,4.6
 Mike Donovan,Mercy,2016,4.2
 Mike Epps,Next Friday,2000,6.2
 Mike Epps,How High,2001,6.3
 Mike Epps,All About the Benjamins,2002,5.9
 Mike Epps,Friday After Next,2002,5.8
 Mike Epps,Mac and Devin Go to High School,2012,4.4
 Mike Epps,Fifty Shades of Black,2016,3.5
 Mike Epps,Love Jacked,2018,5.8
 Mike Epps,How High 2,2019,3
 Mike Epps,Dolemite Is My Name,2019,7.3
 Mike Glatze,Michael Lost and Found,2017,5.2
 Mike Henry,Smokey and the Bandit,1977,7
 Mike Horner,Butt Detective,1995,6.8
 Mike Howard,The Master,2012,7.2
 Mike Marino,Criticsized,2016,3.6
 Mike Mitchell,Love,2016,7.7
 Mike Myers,Waynes World,1992,7
 Mike Myers,"So Im a Spider, So What?",1993,6.4
 Mike Myers,Waynes World 2,1993,6.2
 Mike Myers,Austin Powers: International Man of Mystery,1997,7
 Mike Myers,Mystery,1997,7
 Mike Myers,Austin Powers: The Spy Who Shagged Me,1999,6.6
 Mike Myers,Whos Next?,1999,6.6
 Mike Myers,"Whos the Woman, Whos the Man",1999,6.6
 Mike Myers,Whos Afraid of the Wolf,1999,6.6
 Mike Myers,The Spy,1999,6.6
 Mike Myers,Austin Powers in Goldmember,2002,6.2
 Mike Myers,Dr. Seuss The Cat in the Hat,2003,4
 Mike Myers,DreamWorks Shrek the Halls,2007,6.4
 Mike Myers,Shrek the Third,2007,6.1
 Mike Myers,Shrek Forever After,2010,6.3
 Mike Myers,Terminal,2018,5.4
 Mike Nawrocki,VeggieTales in the House,2014,4.5
 Mike Nawrocki,VeggieTales in the City,2017,6.1
 Mike Noble,Gambit,2012,5.7
 Mike O'Brian,ATM,2012,4.7
 Mike O'Malley,The Perfect Man,2005,5.5
 Mike Pollock,Harvie And The Magic Museum,2017,3.8
 Mike Rinder,Leah Remini: Scientology and the Aftermath,2016,9.1
 Mike Sarcinelli,Hope,2013,6.2
 Mike Shephard,Guardians,2017,7.4
 Mike Smith,Trailer Park Boys,2004,8.4
 Mike Smith,Trailer Park Boys: The Movie,2006,7.2
 Mike Smith,Trailer Park Boys: Countdown to Liquor Day,2009,7.4
 Mike Smith,Trailer Park Boys Live at the North Pole,2014,6.3
 Mike Smith,Trailer Park Boys Live In F**kin Dublin,2014,6
 Mike Smith,Swearnet Live,2014,4.6
 Mike Smith,Swearnet: The Movie,2014,5.9
 Mike Smith,Trailer Park Boys: Dont Legalize It,2014,7.3
 Mike Smith,Trailer Park Boys: Out of the Park: USA,2017,6.7
 Mike Smith,Trailer Park Boys: Out of the Park: Europe,2017,6.7
 Mike Smith,Trailer Park Boys: The Animated Series,2019,7.5
 Mike Starr,Tempted,2002,5.5
 Mike Tyson,Ip Man 3,2015,7.1
 Mike Tyson,A Madea Family Funeral,2019,4.5
 Mike Vogel,Shes Out of My League,2010,6.4
 Mike Vogel,Secret Obsession,2019,4.4
 Mike Wiluan,Tatsumi,2012,7.1
 Mike Wozniak,Walliams and Friend,2015,6
 Mikey Day,Kath and Kim,2008,4.9
 Mikey Kelley,Teenage Mutant Ninja Turtles,2007,6.5
 Mikhail Filippov,Break,2019,4.5
 Mikhail Galustyan,Hero Quest,2015,4.4
 Mikhail Gandhi,Typewriter,2019,6.5
 Mikhail Kornienko,A Year In Space,2015,7.4
 Mikhail Ulyanov,Liberation,1971,7.8
 Mikheil Gomiashvili,The President,2014,7.4
 Miki Fujitani,Rurôni Kenshin: Ishin shishi e no Requiem,2001,7.5
 Miki Kamioka,Narratage,2017,5.4
 Miki Mizuno,Bayside Shakedown,1998,6.5
 Miki Mizuno,Odoru Daisosasen 2: Bayside Shakedown 2,2003,5.8
 Miki Mizuno,Guilty of Romance,2011,6.8
 Miki Mizuno,Sweet Bean,2015,7.4
 Miki Nakatani,Rasen,1998,5.2
 Miki Nakatani,Ringu,1998,7.2
 Miki Nakatani,Ringu 2,1999,5.9
 Miki Nakatani,Dead Run,2005,7
 Miki Nakatani,Memories of Matsuko,2006,7.8
 Miki Nakatani,Hankyu Railways: A 15-minute Miracle,2011,6.6
 Miki Narahashi,Crayon Shin-chan,1993,6.6
 Miki Sakai,Tomie: Re-birth,2001,5.4
 Miki Shen,"Alls Well, Ends Well (2009)",2009,4.8
 Miki Takahashi,Shimajiro to Ehon no Kuni,2017,7.1
 Miki Yanagi,Doubutsu Sentai Zyuohger Returns: Give Me Your Life! Earth Champion Tournament,2017,6.7
 Miki Yanagi,Zyuohger vs. Ninninger the Movie,2017,6.7
 Mikias Wolde,Running Against the Wind,2019,8.7
 Mikio Ohsawa,Yakuzas Ladies Revisited,2005,7
 Mikio Ohsawa,Yakuzas Ladies Pt.2,2005,7
 Mikkel Arndt,Room 205,2007,4.4
 Mikkel Boe Følsgaard,A Royal Affair,2012,7.5
 Mikkel Boe Følsgaard,The Legacy,2014,7.7
 Mikkel Boe Følsgaard,You Disappear,2017,5.9
 Mikkel Boe Følsgaard,The Rain,2018,6.3
 Mikkel Schrøder Uldal,Lotto,2006,5.2
 Miko Hughes,Mercury Rising,1998,6.2
 Mikolaj Lubek,Baby Blues,2013,4.3
 Mikolaj Roznerski,Porady Na Zdrady,2017,3.7
 Mikolaj Roznerski,Kobieta sukcesu,2018,4.6
 Miku Itou,The Quintessential Quintuplets,2019,7.3
 Mila Kunis,Family Guy,1999,8.1
 Mila Kunis,Forgetting Sarah Marshall,2008,7.1
 Mila Kunis,The Book of Eli,2010,6.9
 Mila Kunis,Black Swan,2010,8
 Mila Kunis,Friends with Benefits,2011,6.5
 Mila Kunis,Ted,2012,6.9
 Mila Kunis,Blood Ties,2013,6.5
 Mila Kunis,Third Person,2014,6.3
 Mila Kunis,Jupiter Ascending,2015,5.3
 Mila Kunis,Bad Moms,2016,6.2
 Mila Kunis,A Bad Moms Christmas,2017,5.6
 Mila Kunis,The Spy Who Dumped Me,2018,6
 Mila de la Garza,The Claudia Kishi Club,2020,6.9
 Milan Peschel,Irre Sind Männlich,2014,5.7
 Milan Peschel,Der Nanny,2015,5.6
 Milan Peschel,Rock My Heart,2019,6.5
 Milan Steindler,Rafters,2006,5.6
 Milena Dreißig,Stromberg - Der Film,2014,7.3
 Milena Vukotic,Fantozzi - Il ritorno,1996,5.4
 Miles Davis,Miles Davis: Birth of the Cool,2019,7.4
 Miles Fisher,Final Destination 5,2011,5.8
 Miles Heizer,Nerve,2016,6.5
 Miles Teller,21 and Over,2013,5.8
 Miles Teller,Two Night Stand,2014,6.4
 Miles Teller,That Awkward Moment,2014,6.2
 Miles Teller,Fantastic Four,2015,4.3
 Miles Teller,The Divergent Series: Insurgent,2015,6.2
 Miles Teller,Get a Job,2016,5.3
 Miles Teller,Arms and the Dudes,2016,7.1
 Miles Teller,Bleed for This,2016,6.8
 Miles Teller,Only the Brave,2017,7.6
 Miles Teller,Thank You for Your Service,2017,6.6
 Miley Cyrus,Justin Bieber: Never Say Never,2011,1.6
 Miley Cyrus,So Undercover,2012,5
 Milhem Cortaz,Elite Squad: The Enemy Within,2010,8
 Milind Shirole,Saavat,2019,6.7
 Milla Jovovich,Return to the Blue Lagoon,1991,5.2
 Milla Jovovich,The Fifth Element,1997,7.7
 Milla Jovovich,Lucky Trouble,2011,6
 Milla Jovovich,The Three Musketeers,2011,5.7
 Milla Jovovich,Cymbeline,2015,3.7
 Mille Dinesen,Rita,2014,8.1
 Mille Dinesen,What We Become,2016,5.5
 Mille Dinesen,Swinger,2016,5.6
 Miller Khan,Rasuk,2018,5.2
 Millicent Simmonds,Wonderstruck,2017,6.2
 Millicent Simmonds,A Quiet Place,2018,7.5
 Millie Bobby Brown,Stranger Things,2016,8.7
 Millie Bobby Brown,Godzilla: King of the Monsters,2019,6
 Millie Bobby Brown,Enola Holmes,2020,6.6
 Millie Davis,Odd Squad,2014,6.5
 Millie Ruperto,Falcon Rising,2014,5.8
 Milly Alcock,Reckoning,2020,6.6
 Milly Shapiro,Hereditary,2018,7.3
 Milo Gibson,Mission of Honor,2019,5.9
 Milo Gibson,All the Devils Men,2019,5.1
 Milo O'Shea,The Matchmakers Match,1997,6.5
 Milo Parker,The Durrells,2016,8.2
 Milo Ventimiglia,This Is Us,2016,8.7
 Milos Bikovic,Beyond the Edge,2018,4.5
 Milos Forman,"Jim and Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,7.7
